"","k__Bacteria","p__Actinobacteria","p__Bacteroidetes","p__Cyanobacteria","p__Firmicutes","p__Fusobacteria","p__OD1","p__Proteobacteria","p__Spirochaetes","p__SR1","p__TM7","c__Actinobacteria","c__Alphaproteobacteria","c__Bacilli","c__Bacteroidia","c__Betaproteobacteria","c__Chloroplast","c__Clostridia","c__Coriobacteriia","c__Cytophagia","c__Deltaproteobacteria","c__Epsilonproteobacteria","c__Erysipelotrichi","c__Flavobacteriia","c__Fusobacteriia","c__Gammaproteobacteria","c__Sphingobacteriia","c__Spirochaetes","c__TM7-3","o__Actinomycetales","o__Aeromonadales","o__Bacillales","o__Bacteroidales","o__Burkholderiales","o__Campylobacterales","o__Clostridiales","o__Coriobacteriales","o__CW040","o__Cytophagales","o__Enterobacteriales","o__Erysipelotrichales","o__Flavobacteriales","o__Fusobacteriales","o__Gemellales","o__Lactobacillales","o__Neisseriales","o__Pasteurellales","o__Pseudomonadales","o__Rhizobiales","o__Rhodobacterales","o__Rhodocyclales","o__Sphingobacteriales","o__Sphingomonadales","o__Spirochaetales","o__Streptophyta","o__Xanthomonadales","f__[Mogibacteriaceae]","f__[Paraprevotellaceae]","f__[Tissierellaceae]","f__[Weeksellaceae]","f__ACK-M1","f__Actinomycetaceae","f__Aerococcaceae","f__Aeromonadaceae","f__Alcaligenaceae","f__Bacteroidaceae","f__Burkholderiaceae","f__Campylobacteraceae","f__Carnobacteriaceae","f__Clostridiaceae","f__Comamonadaceae","f__Coriobacteriaceae","f__Corynebacteriaceae","f__Cryomorphaceae","f__Cytophagaceae","f__Enterobacteriaceae","f__Enterococcaceae","f__Erysipelotrichaceae","f__F16","f__Flavobacteriaceae","f__Fusobacteriaceae","f__Gemellaceae","f__Lachnospiraceae","f__Lactobacillaceae","f__Leptotrichiaceae","f__Leuconostocaceae","f__Microbacteriaceae","f__Micrococcaceae","f__Moraxellaceae","f__Neisseriaceae","f__Oxalobacteraceae","f__Pasteurellaceae","f__Peptostreptococcaceae","f__Porphyromonadaceae","f__Prevotellaceae","f__Propionibacteriaceae","f__Pseudomonadaceae","f__Rhizobiaceae","f__Rhodobacteraceae","f__Rhodocyclaceae","f__Rikenellaceae","f__Ruminococcaceae","f__Sphingomonadaceae","f__Spirochaetaceae","f__Streptococcaceae","f__Veillonellaceae","f__Xanthomonadaceae","g__[Eubacterium]","g__[Prevotella]","g__[Ruminococcus]","g__Acinetobacter","g__Actinomyces","g__Agrobacterium","g__Anaerococcus","g__Arcobacter","g__Atopobium","g__Bacteroides","g__Blautia","g__Bulleidia","g__Campylobacter","g__Capnocytophaga","g__Catonella","g__Chryseobacterium","g__Clostridium","g__Comamonas","g__Coprococcus","g__Corynebacterium","g__Dialister","g__Enhydrobacter","g__Enterococcus","g__Faecalibacterium","g__Flavobacterium","g__Fluviicola","g__Fusobacterium","g__Granulicatella","g__Haemophilus","g__Lachnospira","g__Lactobacillus","g__Lactococcus","g__Lautropia","g__Leptotrichia","g__Leuconostoc","g__Megasphaera","g__Microvirgula","g__Mogibacterium","g__Moryella","g__Neisseria","g__Oribacterium","g__Oscillospira","g__Parabacteroides","g__Parvimonas","g__Peptoniphilus","g__Peptostreptococcus","g__Porphyromonas","g__Prevotella","g__Propionibacterium","g__Pseudomonas","g__Rothia","g__Salinispora","g__Selenomonas","g__Streptococcus","g__Sulfurospirillum","g__Sutterella","g__Tannerella","g__Treponema","g__Veillonella","g__Vitreoscilla","g__Weissella","g__Zoogloea","s__acnes","s__aerodenitrificans","s__cibaria","s__confusa","s__copri","s__dentocariosa","s__dispar","s__endodontalis","s__fallax","s__johnsonii","s__luteciae","s__melaninogenica","s__moorei","s__mucilaginosa","s__nanceiensis","s__nigrescens","s__parainfluenzae","s__parvula","s__prausnitzii","s__rhizosphaerae","s__subflava","s__tannerae","s__uniformis","s__zeae","p__Tenericutes","c__Mollicutes","o__Mycoplasmatales","f__Mycoplasmataceae","g__Actinobacillus","g__Aggregatibacter","g__Butyrivibrio","g__Eikenella","g__Mycoplasma","f__Peptococcaceae","f__Bacillaceae","g__Finegoldia","s__dolichum","s__gnavus","g__Filifactor","s__socranskii","p__GN02","c__GKS2-174","o__MIZ46","s__fragilis","smokingstatus","bodysite"
"ESC.1.16.OPL",134,3,38,1,76,6,0,0,0,0,10,2,0,27,38,0,1,46,1,0,0,0,3,0,6,0,0,0,10,2,0,0,38,0,0,46,1,1,0,0,3,0,6,0,27,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,7,0,6,14,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,13,38,0,0,5,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,6,4,7,0,0,1,0,2,0,0,1,0,0,0,33,0,0,0,0,1,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPL"
"ESC.1.65.OPR",971,35,285,8,402,139,1,68,6,0,26,26,1,198,271,26,8,200,9,0,0,33,4,14,139,8,0,6,26,26,1,0,271,1,33,200,9,2,0,1,4,14,139,7,191,22,5,0,0,0,3,0,0,6,8,0,0,16,2,5,0,7,0,1,0,1,0,33,7,0,1,9,0,0,0,1,0,4,0,9,24,7,78,1,115,25,1,18,0,22,0,5,1,6,246,0,0,0,0,3,0,1,0,6,158,116,0,1,16,0,0,7,0,0,0,9,1,0,3,33,5,7,2,0,0,0,0,1,0,0,0,4,0,24,7,5,0,1,11,0,115,19,6,0,0,11,22,19,0,0,2,0,0,6,246,0,0,18,0,12,147,0,0,0,6,94,0,1,3,0,0,0,0,0,0,92,3,0,0,0,191,1,16,1,1,5,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Smoker","OPR"
"ESC.1.38.OPR",1466,41,341,1,617,83,0,347,0,13,23,41,1,492,310,241,1,121,0,0,0,5,4,31,83,100,0,0,23,41,0,0,310,8,5,121,0,3,0,7,4,31,83,38,454,233,90,3,0,1,0,0,0,0,1,0,0,75,13,7,0,13,5,0,0,0,6,5,21,0,2,0,0,0,0,7,0,4,2,24,72,38,16,0,11,106,1,27,3,233,0,90,1,144,90,0,0,0,1,0,0,0,0,0,322,85,0,0,75,0,3,13,0,0,0,0,0,0,4,5,22,1,0,0,1,0,0,0,0,0,0,2,0,72,21,83,0,0,28,5,11,104,5,0,0,1,230,10,0,0,13,0,1,143,90,0,0,27,1,0,294,0,0,1,0,80,0,0,0,0,0,0,0,0,1,61,3,0,0,3,37,0,25,10,0,78,13,0,0,220,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.26.OPR",1149,78,271,24,511,111,0,122,3,0,29,74,1,394,265,19,24,116,4,0,0,47,1,6,111,55,0,3,29,74,0,0,265,9,47,116,4,11,0,7,1,6,111,1,393,7,43,5,0,1,0,0,0,3,24,0,1,32,0,2,0,63,0,0,0,0,9,47,0,0,0,4,0,1,0,7,1,1,11,3,104,1,32,3,6,180,0,11,3,7,0,43,0,35,198,0,0,0,1,0,0,0,0,3,209,81,0,0,32,0,2,62,0,0,0,4,0,0,1,47,2,2,1,0,0,0,0,0,0,1,0,1,1,104,0,41,0,3,57,9,6,178,8,0,0,8,5,17,0,0,0,0,0,29,198,0,0,11,0,2,152,0,0,3,3,70,2,0,0,0,0,0,0,0,0,60,1,2,1,0,143,0,11,5,0,37,6,0,1,3,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.48.OPR",1150,102,528,0,278,47,0,173,2,0,20,101,1,189,517,93,0,86,1,2,0,25,3,9,47,54,0,2,20,101,0,0,517,4,25,86,1,3,2,2,3,9,47,3,186,85,51,1,1,0,0,0,0,2,0,0,0,60,0,7,0,15,0,0,1,16,0,25,5,0,1,1,1,0,1,2,0,3,3,0,29,3,24,0,18,50,0,85,1,85,0,51,0,202,233,0,0,1,0,0,0,0,0,2,131,57,0,1,60,0,0,14,1,0,0,1,16,0,2,25,0,1,3,0,0,0,1,0,1,0,0,0,0,29,5,38,1,0,42,0,18,46,0,0,0,3,85,5,0,0,0,0,0,202,233,0,0,85,0,1,89,0,1,0,2,56,0,0,0,0,0,0,0,1,1,44,8,0,0,1,176,0,84,11,0,24,2,0,0,80,7,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.44.OPR",1224,105,417,0,284,124,0,273,4,6,3,102,0,114,384,195,0,147,3,0,0,52,23,33,124,26,0,4,3,102,0,0,384,7,52,147,3,0,0,0,23,33,124,2,112,188,26,0,0,0,0,0,0,4,0,0,1,45,0,5,0,54,0,0,1,14,2,52,9,0,4,3,0,0,0,0,0,23,0,28,62,2,27,0,61,16,0,48,0,188,0,26,0,56,265,0,0,0,0,0,1,7,0,4,87,106,0,0,45,0,0,54,0,0,0,2,14,0,23,52,28,3,0,0,0,0,0,0,0,0,0,0,0,62,9,26,0,0,2,2,61,16,1,0,1,0,176,9,0,0,0,0,0,51,265,0,0,48,0,6,84,0,1,3,4,99,0,0,0,0,0,0,0,0,0,92,15,0,0,0,187,2,47,0,4,26,6,0,0,172,13,0,0,7,5,5,5,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.67.OPR",1107,52,522,0,334,100,0,42,0,0,57,24,0,64,522,3,0,262,28,0,0,26,8,0,100,13,0,0,57,24,0,0,522,0,26,262,28,1,0,0,8,0,100,3,61,3,13,0,0,0,0,0,0,0,0,0,5,105,0,0,0,18,0,0,0,0,0,26,3,0,0,28,0,0,0,0,0,8,1,0,77,3,44,0,22,1,0,6,0,3,0,13,0,13,391,0,0,0,0,0,0,0,0,0,57,196,0,0,105,0,0,18,0,0,0,28,0,0,8,26,0,1,0,0,0,0,0,0,0,0,0,0,0,77,3,13,0,0,0,0,22,1,13,0,0,3,3,30,0,0,0,0,0,13,391,0,0,6,0,2,57,0,0,0,0,175,0,0,0,0,0,0,0,0,0,161,0,0,0,0,269,0,6,0,0,11,7,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.60.OPR",1349,122,313,2,770,40,0,13,66,4,1,114,0,520,311,2,2,249,8,0,0,5,1,2,40,6,0,66,1,113,0,0,311,0,5,249,8,0,0,3,1,2,40,0,520,2,0,3,0,0,0,0,0,66,2,0,19,40,44,0,0,23,0,0,0,0,0,4,1,0,0,8,1,0,0,3,0,1,0,2,38,0,7,112,1,71,0,88,3,2,0,0,5,54,208,1,0,0,0,0,0,2,0,66,336,166,0,0,40,0,3,22,0,0,0,8,0,1,1,3,1,0,0,0,0,0,1,2,0,0,0,1,0,38,1,0,0,112,28,0,1,68,10,0,1,0,0,1,0,0,44,0,0,17,208,1,0,88,0,2,305,1,0,10,66,149,0,0,0,1,0,0,0,1,0,103,17,1,0,0,111,0,88,0,4,0,2,0,2,0,28,0,0,13,13,10,10,0,0,0,1,10,1,0,0,0,0,5,3,0,0,0,0,"Smoker","OPR"
"ESC.1.49.OPR",1418,26,498,0,454,56,0,353,1,0,30,23,2,309,489,249,0,144,3,1,0,15,1,8,56,87,0,1,30,23,0,0,489,3,15,144,3,0,1,2,1,8,56,3,306,244,81,4,0,0,0,0,2,1,0,0,4,77,1,2,0,13,0,0,0,0,1,15,4,0,1,3,0,0,1,2,2,1,0,6,41,3,24,3,13,97,1,7,2,244,1,81,1,27,380,2,0,0,0,0,0,0,2,1,200,113,0,0,77,0,2,13,0,0,0,3,0,0,1,15,6,1,1,0,0,0,0,0,0,0,0,0,0,41,4,77,0,3,92,1,13,89,4,0,1,3,90,15,0,0,1,0,1,27,380,2,0,7,0,0,107,0,0,0,1,108,0,0,0,2,0,0,0,1,0,93,0,0,0,1,302,1,7,8,0,45,4,0,2,80,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.5.OPR",2156,55,703,0,991,224,0,63,12,0,101,40,2,273,703,11,0,700,15,0,0,39,18,0,224,11,0,12,101,40,0,0,703,1,39,700,15,14,0,2,18,0,224,6,267,8,9,0,0,1,0,0,0,12,0,0,5,26,10,0,0,34,0,0,0,1,0,39,7,0,0,15,0,0,0,2,0,18,7,0,39,6,164,1,184,27,0,6,0,8,1,9,1,51,621,0,0,0,1,0,0,0,0,12,232,516,0,0,26,0,0,34,0,0,0,14,1,0,18,39,0,12,0,0,0,0,0,1,0,0,0,0,0,39,7,8,0,1,9,0,184,12,23,0,1,21,0,88,0,0,10,0,0,31,621,0,0,6,0,3,223,0,0,11,12,475,0,0,0,0,0,0,0,4,0,446,31,0,0,0,479,3,6,2,3,8,14,0,0,0,5,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,"Smoker","OPR"
"ESC.1.68.OPR",1192,50,327,0,607,83,0,80,1,2,41,41,0,390,312,39,0,204,9,1,0,13,13,14,83,28,0,1,41,41,0,0,312,4,13,204,9,7,1,15,13,14,83,3,387,35,3,9,0,0,0,0,0,1,0,0,10,74,5,6,0,30,0,0,0,0,1,13,4,0,2,9,0,1,1,15,0,13,6,7,43,3,99,3,40,134,1,9,7,35,0,3,0,30,206,1,0,0,0,0,0,5,0,1,246,75,0,1,74,0,7,29,0,0,2,8,0,0,12,10,3,0,6,0,1,0,0,0,0,0,0,4,1,43,4,3,0,3,96,0,40,125,2,0,0,22,34,27,0,0,5,0,0,30,206,1,0,9,1,0,149,1,0,0,1,73,0,0,0,1,0,0,0,0,2,60,0,1,0,0,156,1,7,0,0,3,5,0,5,31,9,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.1.OPR",1541,68,702,1,559,84,0,97,3,0,27,65,0,276,581,59,1,267,3,0,0,13,16,121,84,25,0,3,27,65,0,0,581,1,13,267,3,3,0,0,16,121,84,9,267,57,21,4,0,0,0,0,0,3,1,0,2,47,19,7,0,30,0,0,0,0,0,13,14,0,0,3,0,0,0,0,1,16,3,114,66,9,26,0,18,34,0,35,2,57,0,21,7,11,521,0,0,0,0,0,0,0,0,3,217,204,0,0,47,0,1,30,0,0,0,3,0,0,16,13,113,3,0,0,0,0,0,17,0,0,0,1,0,66,14,19,0,0,19,0,18,4,3,0,0,5,55,10,0,0,19,0,6,10,521,0,0,35,0,12,198,0,0,1,3,168,0,0,0,0,0,0,0,4,4,142,7,0,0,0,147,4,31,0,1,17,11,0,1,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.40.OPR",1779,43,695,0,574,370,0,25,10,0,61,19,0,147,695,1,0,399,24,0,0,21,28,0,370,3,0,10,61,19,0,0,695,0,21,399,24,2,0,1,28,0,370,0,147,1,2,0,0,0,0,0,0,10,0,0,16,57,5,0,0,17,0,0,0,0,0,21,3,0,0,24,0,0,0,1,0,28,2,0,14,0,74,0,354,8,0,2,0,1,0,2,2,13,622,0,0,0,0,0,0,0,0,10,136,293,0,0,57,0,0,17,0,0,0,24,0,0,28,21,0,1,0,0,0,0,0,2,0,0,0,0,0,14,3,2,0,0,1,0,354,8,22,0,1,10,1,27,0,0,5,0,0,13,622,0,0,2,0,20,135,0,0,0,10,239,0,0,0,0,0,0,0,2,0,224,13,0,0,0,487,5,2,3,12,2,6,0,0,1,20,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,"NonSmoker","OPR"
"ESC.1.41.OPR",1482,57,518,0,556,227,0,77,3,4,40,28,0,116,512,4,0,429,29,0,0,63,11,6,227,10,0,3,40,28,0,0,512,0,63,429,29,4,0,0,11,6,227,2,114,4,7,2,0,0,0,0,0,3,0,0,9,112,1,0,0,19,0,0,0,0,0,63,3,0,0,29,0,0,0,0,0,11,2,6,57,2,219,0,168,29,0,9,0,4,0,7,0,7,393,0,0,0,0,0,0,0,0,3,82,171,0,0,112,0,0,19,0,0,0,29,0,0,11,63,6,2,0,0,0,0,0,0,0,0,0,0,0,57,3,7,0,0,6,0,168,28,11,0,2,28,4,46,0,0,1,0,0,7,393,0,0,7,0,16,75,0,0,0,3,140,0,0,0,0,0,0,0,1,0,125,0,0,0,0,286,0,7,0,0,7,8,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.10.OPR",935,44,276,0,280,105,0,223,0,1,6,42,0,138,273,141,0,137,2,0,0,20,5,3,105,62,0,0,6,42,0,0,273,0,20,137,2,1,0,0,5,3,105,4,134,141,62,0,0,0,0,0,0,0,0,0,2,14,2,3,0,9,0,0,0,0,0,20,6,0,0,2,0,0,0,0,0,5,0,0,66,4,43,0,37,1,0,33,0,141,0,62,0,82,174,0,0,0,0,0,0,0,0,0,127,87,0,0,14,0,0,9,0,0,0,2,0,0,5,20,0,3,0,0,0,0,0,0,0,0,0,0,0,66,6,62,0,0,0,0,37,0,3,0,2,5,141,17,0,0,2,0,0,82,174,0,0,33,0,2,127,0,0,0,0,80,0,0,0,0,0,0,0,0,0,70,0,0,0,0,136,1,33,9,0,62,6,0,0,135,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.12.OPR",854,45,307,0,313,85,0,90,1,0,13,41,0,121,302,50,0,191,4,0,0,27,1,5,85,13,0,1,13,41,0,0,302,0,27,191,4,0,0,1,1,5,85,5,116,50,12,0,0,0,0,0,0,1,0,0,3,39,5,2,0,18,0,0,0,0,0,27,6,0,0,4,0,0,0,1,0,1,0,3,51,5,39,0,34,3,0,23,0,50,0,12,1,37,226,0,0,0,0,0,0,0,0,1,107,142,0,0,39,0,0,18,0,0,0,4,0,0,1,27,3,5,0,0,0,0,0,0,0,0,0,0,0,51,6,12,0,0,1,0,34,0,17,0,1,6,50,14,0,0,5,0,1,33,226,0,0,23,0,15,106,0,0,1,1,99,0,0,0,0,0,0,0,1,0,84,0,0,0,0,113,1,23,2,0,12,5,0,0,49,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.70.OPR",996,202,228,0,528,9,0,1,28,0,0,200,0,281,226,0,0,247,2,0,0,0,0,2,9,1,0,28,0,200,0,0,226,0,0,247,2,0,0,0,0,2,9,1,280,0,1,0,0,0,0,0,0,28,0,0,0,8,2,2,0,27,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,5,1,4,72,4,26,0,172,0,0,0,1,2,10,208,0,0,0,0,0,0,0,0,28,171,237,0,0,8,0,0,27,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,11,1,0,72,7,0,4,26,1,0,0,1,0,0,0,0,2,0,0,10,208,0,0,172,0,1,164,0,0,0,28,235,0,0,0,0,0,0,0,0,0,218,10,0,0,0,142,0,169,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,"Smoker","OPR"
"ESC.1.24.OPR",1104,73,405,0,492,37,0,79,0,0,18,30,0,228,404,36,0,262,43,0,0,14,2,1,37,29,0,0,18,30,0,0,404,1,14,262,43,1,0,2,2,1,37,4,223,35,22,4,0,0,0,0,0,0,0,0,2,61,0,1,0,25,0,0,1,0,0,14,1,0,0,43,0,0,0,2,1,2,0,0,19,4,32,1,16,58,0,5,4,35,0,22,0,8,325,0,0,0,0,0,0,0,0,0,161,226,0,0,61,0,4,25,0,0,0,43,0,0,2,14,0,3,1,0,0,0,0,1,0,1,0,0,0,19,1,19,0,1,11,0,13,13,23,0,2,4,35,4,0,0,0,0,0,8,325,0,0,5,0,6,150,0,0,0,0,183,0,1,0,0,0,0,0,0,0,165,0,0,0,0,211,0,5,10,0,16,7,0,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.63.OPR",978,199,163,1,565,0,0,50,0,0,0,184,2,378,161,0,1,187,15,0,0,48,0,2,0,0,0,0,0,184,0,0,161,0,48,187,15,0,0,0,0,2,0,0,378,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,48,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,32,0,178,0,0,0,0,0,0,161,0,0,2,0,0,0,0,0,0,338,187,0,0,0,0,0,4,2,0,0,15,0,0,0,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,178,0,0,322,0,0,0,0,187,0,0,0,0,0,0,0,0,0,180,0,0,0,0,160,0,178,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.64.OPR",1353,140,502,0,665,11,0,19,10,0,6,119,1,364,501,2,0,301,21,0,0,13,0,1,11,3,0,10,6,119,0,0,501,1,13,301,21,2,0,2,0,1,11,2,362,1,0,1,0,0,0,0,0,10,0,0,7,2,0,0,0,50,0,0,0,1,0,13,7,0,1,21,0,0,0,2,0,0,2,1,9,2,63,0,2,32,0,69,1,1,0,0,1,54,440,0,0,0,0,0,0,0,0,10,322,228,0,0,2,0,1,49,0,0,0,20,1,0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,9,7,0,0,0,18,0,2,31,26,0,5,33,0,13,0,0,0,0,0,51,440,0,0,69,0,0,303,0,0,3,10,191,0,0,0,0,0,0,0,2,1,171,1,0,0,0,360,0,67,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Smoker","OPR"
"ESC.1.43.OPR",1571,28,462,10,668,259,0,119,3,1,2,24,0,435,439,54,10,230,4,0,0,12,3,23,259,53,0,3,2,24,0,0,439,0,12,230,4,0,0,2,3,23,259,19,415,54,47,4,0,0,0,0,0,3,10,0,2,153,76,6,0,17,0,0,0,1,0,12,6,0,0,4,0,0,0,2,1,3,0,17,211,19,33,0,48,156,0,7,2,54,0,47,2,48,233,0,0,0,0,0,0,0,0,3,252,109,0,0,153,0,2,15,0,0,0,4,1,0,3,12,17,0,2,0,0,0,0,5,0,0,0,0,0,211,6,24,0,0,42,0,27,151,3,0,0,1,50,4,0,0,76,0,0,46,233,0,0,7,0,0,210,0,0,0,3,100,1,0,0,0,0,0,0,2,0,95,0,0,0,3,137,0,7,8,2,16,2,0,2,49,18,0,0,19,19,19,19,20,2,0,3,18,5,0,0,0,0,2,0,0,0,0,0,"NonSmoker","OPR"
"ESC.1.71.OPR",922,56,311,0,370,25,0,137,2,0,21,51,0,200,311,90,0,163,5,0,0,3,7,0,25,44,0,2,21,51,0,0,311,6,3,163,5,4,0,1,7,0,25,1,199,82,39,4,0,0,1,0,0,2,0,0,2,23,4,0,0,13,0,0,0,0,6,3,3,0,0,5,0,0,0,1,0,7,4,0,11,1,34,0,14,52,0,38,2,82,0,39,0,10,276,0,0,0,0,1,0,5,0,2,144,114,0,1,23,1,2,12,0,0,0,4,0,0,5,3,0,1,0,0,0,1,0,6,0,0,0,0,0,11,3,38,0,0,37,6,14,49,3,0,1,2,77,8,0,0,4,0,0,10,276,0,0,38,0,2,107,0,0,0,2,101,0,1,1,0,0,0,0,0,2,88,8,0,0,0,148,0,35,5,3,38,3,0,2,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"NonSmoker","OPR"
"ESC.1.28.OPR",954,26,97,2,534,93,0,187,12,0,3,26,0,463,81,108,2,68,0,1,0,10,3,14,93,69,1,12,3,26,0,0,81,6,10,68,0,0,1,2,3,14,93,7,456,97,54,12,0,0,0,1,0,12,2,0,3,13,4,9,0,16,0,0,0,1,1,10,1,0,4,0,1,0,1,2,0,3,0,5,57,7,31,4,36,158,2,7,9,97,1,54,2,6,55,0,1,0,0,0,0,0,0,12,293,25,0,0,13,0,7,14,0,0,1,0,1,0,3,9,2,1,7,0,2,0,1,0,1,0,0,3,0,57,1,18,0,4,103,1,36,145,0,0,1,6,91,3,0,0,4,0,0,5,55,0,0,7,0,1,190,0,0,1,12,24,1,0,0,0,0,0,0,1,1,12,4,1,0,1,19,1,6,0,11,10,1,0,6,2,5,0,0,0,0,0,0,34,2,0,0,0,1,0,0,0,0,2,1,0,0,0,0,"NonSmoker","OPR"
"ESC.1.55.OPR",1089,17,488,0,347,109,0,73,18,0,37,13,0,77,482,16,0,246,4,0,0,45,24,6,109,12,0,18,37,13,0,0,482,0,45,246,4,6,0,2,24,6,109,0,76,15,8,2,0,0,0,0,0,18,0,0,3,60,3,1,0,8,0,0,0,1,0,45,3,0,0,4,0,0,0,2,0,24,6,5,66,0,57,0,43,26,0,5,1,15,0,8,12,22,376,0,1,0,0,0,0,13,0,18,47,105,0,4,60,5,0,8,0,0,0,2,1,1,20,45,4,4,0,0,0,1,0,7,0,0,0,1,0,66,3,7,0,0,7,0,43,25,9,0,0,7,15,9,0,0,3,0,1,21,376,0,1,5,0,3,40,0,0,0,18,75,0,0,0,0,0,0,0,1,0,63,10,0,0,0,134,0,5,0,26,6,4,0,0,14,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,11,0,0,0,0,0,"Smoker","OPR"
"ESC.1.20.OPR",607,26,20,1,472,0,0,88,0,0,0,26,5,454,2,26,1,15,0,0,0,1,3,18,0,56,0,0,0,26,2,4,2,14,1,15,0,0,0,27,3,18,0,0,450,6,0,27,1,3,3,0,0,0,1,0,0,0,3,17,0,5,0,2,0,2,1,1,0,0,10,0,3,0,0,27,10,3,0,1,0,0,0,1,0,245,2,0,16,6,1,0,0,0,0,14,0,1,3,3,0,0,0,0,193,12,0,0,0,0,16,2,1,1,1,0,2,0,0,0,0,0,17,0,3,0,3,0,0,5,0,1,0,0,0,0,0,1,168,0,0,65,0,1,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,22,0,0,0,0,12,4,3,2,14,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Smoker","OPR"
"ESC.1.61.OPR",1520,128,482,10,641,164,0,69,16,0,8,67,0,373,471,36,10,259,61,0,0,17,9,11,164,16,0,16,8,67,0,0,471,5,17,259,61,0,0,0,9,11,164,4,369,30,16,0,0,0,1,0,0,16,10,0,12,35,20,0,0,43,0,0,0,0,5,17,3,0,0,61,0,0,0,0,0,9,0,11,116,4,50,1,47,43,0,24,0,30,0,16,4,26,391,0,0,0,0,1,0,0,0,16,322,156,0,0,35,0,0,40,0,0,0,61,0,0,9,17,11,6,0,0,0,0,0,1,0,0,0,0,0,116,3,14,0,1,9,5,14,42,18,0,5,9,30,15,0,0,20,0,0,21,391,0,0,24,0,2,313,0,0,2,16,126,0,1,0,0,0,0,0,1,0,114,7,0,0,1,215,0,24,18,0,11,4,0,0,18,17,0,1,2,2,2,2,0,2,1,0,2,2,0,0,0,0,3,1,0,0,0,0,"Smoker","OPR"
